公司全称,网址,简称,行业,地址,市值,注册资本,状态,类型,注册时间,证券类别,市值_亿
广州伊秀网络科技有限公司,https://top.chinaz.com/company/YiXiuWangLuo.html,伊秀网络,IT/互联网/通信,广东,市值：100.0万,100万 ,存续,有限责任公司(自然人投资或控股),2008-05-03,,0.01
长沙二三三网络科技有限公司,https://top.chinaz.com/company/ErSanSanWangLuo.html,二三三网络,IT/互联网/通信,湖南,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2009-03-10,,0.01
六六八八科技发展（北京）有限公司,https://top.chinaz.com/company/LiuLiuBaBa.html,六六八八,IT/互联网/通信,北京,市值：206.0万,206.00万元 ,开业,有限责任公司(自然人投资或控股),2006-09-12,,0.0206
北京中博讯科技有限公司,https://top.chinaz.com/company/ZhongBoXunKeJi.html,中博讯科技,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2003-09-27,,0.01
北京西林布克网络科技有限公司,https://top.chinaz.com/company/XiLinBuKe.html,西林布克,IT/互联网/通信,北京,市值：110.0万,110万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2008-11-06,,0.011
界面（上海）网络科技有限公司,https://top.chinaz.com/company/JieMian.html,界面,广告/商务服务/文化传媒,上海,市值：1.60亿,16046.9388万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-09-15,,1.6
苏州云网通信息科技有限公司,https://top.chinaz.com/company/SuZhouYunWang.html,苏州云网,IT/互联网/通信,江苏,市值：100.0万,100万元人民币 ,在业,有限责任公司,2013-10-29,,0.01
厦门沃鸿信息技术有限公司,https://top.chinaz.com/company/WoHongXinXi.html,沃鸿信息,IT/互联网/通信,福建,市值：1000.0万,1000.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2013-10-30,,0.1
厦门享联科技有限公司,https://top.chinaz.com/company/XiangLianKeJi.html,享联科技,IT/互联网/通信,福建,市值：340.0万,340万(元) ,开业,有限责任公司(自然人投资或控股),2005-07-08,,0.034
广东健客医药有限公司,https://top.chinaz.com/company/JianKeYiYao.html,健客医药,IT/互联网/通信,广东,市值：1000.0万,1000万人民币元 ,存续,有限责任公司(自然人投资或控股),2007-07-06,,0.1
北京网文欣阅科技有限公司,https://top.chinaz.com/company/WangWenXinYue.html,网文欣阅,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2010-03-12,,0.1
日产（中国）投资有限公司,https://top.chinaz.com/company/RiChan.html,日产,汽车/交通出行,北京,市值：70.68亿,102432.3万元美元 ,存续（在营、开业、在册）,有限责任公司(外国法人独资),2004-02-09,,70.68
北京协力筑成金融信息服务股份有限公司,https://top.chinaz.com/company/XieLiZhuCheng.html,协力筑成,IT/互联网/通信,北京,市值：6184.62万,6184.6154万元人民币 ,开业,其他股份有限公司(非上市),2011-07-13,,0.618462
闻康集团股份有限公司,https://top.chinaz.com/company/WenKangJiTuan.html,闻康集团,医疗健康,重庆,市值：1000.0万,1000.00万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2013-09-25,,0.1
永康市企邦网络工作室,https://top.chinaz.com/company/YongKangQiBang.html,永康企邦,IT/互联网/通信,,市值：10.0万,10.00万元人民币 ,在营（开业）,个人独资企业,2005-09-26,,0.001
北京新东方迅程网络科技股份有限公司,https://top.chinaz.com/company/XinDongFangWang.html,新东方网,IT/互联网/通信,北京,市值：76.5亿,6000万元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2005-03-11,新三板,76.5
厦门从众互动文化传播有限公司,https://top.chinaz.com/company/CongZhongHuDong.html,从众互动,广告/商务服务/文化传媒,福建,市值：100.0万,100.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2010-06-03,,0.01
重庆美优网络科技有限公司,https://top.chinaz.com/company/ZhongQingMeiYou.html,重庆美优,IT/互联网/通信,重庆,市值：10.0万,10万元 ,存续,有限责任公司(自然人投资或控股),2012-05-16,,0.001
广州交易猫信息技术有限公司,https://top.chinaz.com/company/JiaoYiMao.html,交易猫,IT/互联网/通信,广东,市值：1000.0万,1000万 ,存续,其他有限责任公司,2014-03-14,,0.1
深圳市傲雷科技发展有限公司,https://top.chinaz.com/company/AoLeiKeJi.html,傲雷科技,IT/互联网/通信,广东,市值：5000.0万,(人民币)5000.0000万元 ,存续,有限责任公司,2005-06-21,,0.5
北京逗游网络技术有限公司,https://top.chinaz.com/company/douyouwangluo.html,逗游网络,IT/互联网/通信,北京,市值：1000.0万,1000.000000万人民币 ,开业,有限责任公司(法人独资),2010-04-07,,0.1
易宝支付有限公司,https://top.chinaz.com/company/YiBaoZhiFu.html,易宝支付,IT/互联网/通信,北京,市值：1.0亿,10000.00万元人民币 ,开业,有限责任公司(法人独资),2003-07-02,,1.0
北京中公教育科技股份有限公司,https://top.chinaz.com/company/ZhongGongJiaoYu.html,中公教育,教育,北京,市值：9000.0万,9000万元 ,开业,股份有限公司(非上市、自然人投资或控股),2010-02-04,,0.9
武汉机游科技有限公司,https://top.chinaz.com/company/JiYouKeJi.html,机游科技,IT/互联网/通信,湖北,市值：1028.0万,1028万元人民币 ,存续（在营、开业、在册）,有限责任公司（自然人投资或控股的法人独资）,2012-09-13,,0.1028
深圳市为爱普信息技术有限公司,https://top.chinaz.com/company/szweiaipu.html,为爱普,IT/互联网/通信,广东,市值：1012.5万,(人民币)1012.5000万元 ,存续,有限责任公司（法人独资）,2009-12-08,,0.10125
北京富华创新科技发展有限责任公司,https://top.chinaz.com/company/FuHuaChuangXin.html,富华创新,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2000-12-13,,0.1
福州瑞宏信息技术有限公司,https://top.chinaz.com/company/FuZhouRuiHong.html,福州瑞宏,IT/互联网/通信,福建,市值：100.0万,100.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2011-03-30,,0.01
广州市千钧网络科技有限公司,https://top.chinaz.com/company/QianJunWangLuo.html,千钧网络,IT/互联网/通信,广东,市值：2000.0万,2000万 ,存续,有限责任公司(法人独资),2004-10-28,,0.2
四川众智协力网络科技有限公司,https://top.chinaz.com/company/ZhongZhiXieLi.html,众智协力,IT/互联网/通信,四川,市值：200.0万,200万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-10-24,,0.02
深圳尚米网络技术有限公司,https://top.chinaz.com/company/ShangMiWangLuo.html,尚米网络,IT/互联网/通信,广东,市值：1000.0万,1000.00万元人民币 ,登记成立,有限责任公司,2012-02-03,,0.1
芜湖乐善网络科技有限公司,https://top.chinaz.com/company/WuHuLeShan.html,芜湖乐善,IT/互联网/通信,安徽,市值：500.0万,500万元 ,存续（在营、开业、在册）,有限责任公司（自然人投资或控股的法人独资）,2014-12-16,,0.05
深圳市车友联盟汽车服务有限公司,https://top.chinaz.com/company/CheYouLianMeng.html,车友联盟,汽车/交通出行,广东,市值：100.0万,(人民币)100.0000万元 ,存续,有限责任公司,2005-04-11,,0.01
肇庆市智云体育信息科技有限公司,https://top.chinaz.com/company/ZhiYunTiYu.html,智云体育,IT/互联网/通信,广东,市值：238.09万,238.09万人民币元 ,存续,其他有限责任公司,2016-04-11,,0.023809
厦门云游数码科技有限公司,https://top.chinaz.com/company/YunYouShuMa.html,云游数码,IT/互联网/通信,福建,市值：1000.0万,1000.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2013-05-21,,0.1
上海观察者信息技术有限公司,https://top.chinaz.com/company/GuanChaZhe.html,观察者,IT/互联网/通信,上海,市值：9000.0万,9000万人民币 ,存续（在营、开业、在册）,有限责任公司,2012-11-06,,0.9
北京盛世传越科技有限公司,https://top.chinaz.com/company/meishitianxia.html,美食天下,IT/互联网/通信,北京,市值：100.0万,100.000000万人民币 ,开业,有限责任公司(自然人投资或控股),2006-02-22,,0.01
前锦网络信息技术（上海）有限公司,https://top.chinaz.com/company/JOBS.html,前程无忧	,IT/互联网/通信,上海,市值：283.38亿,500万美元 ,存续（在营、开业、在册）,有限责任公司(中外合资),2000-01-25,中概股,283.38
北京华图宏阳教育文化发展股份有限公司,https://top.chinaz.com/company/HuaTuJiaoYu.html,华图教育,广告/商务服务/文化传媒,北京,市值：131.59亿,1.4亿元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2003-02-12,新三板,131.59
北京穷游天下科技发展有限公司,https://top.chinaz.com/company/QiongYouTianXia.html,穷游天下,广告/商务服务/文化传媒,北京,市值：1500.0万,1500万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2007-11-06,,0.15
深圳华强聚丰电子科技有限公司,https://top.chinaz.com/company/HuaQiangJuFeng.html,华强聚丰,IT/互联网/通信,广东,市值：613.49万,(人民币)613.4855万元 ,存续,有限责任公司,2011-08-15,,0.061349
广州聘大信息科技有限责任公司,https://top.chinaz.com/company/GuangZhouPinDa.html,广州聘大,IT/互联网/通信,广东,市值：200.0万,200万 ,存续,有限责任公司(自然人投资或控股),2009-12-23,,0.02
广州华多网络科技有限公司,https://top.chinaz.com/company/HuanJuShiDai.html,欢聚时代,IT/互联网/通信,广东,市值：134.48亿,10000万 ,存续,其他有限责任公司,2011-07-22,--,134.48
北京知行锐景科技有限公司,https://top.chinaz.com/company/ZhiXingRuiJing.html,知行锐景,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-09-11,,0.1
网聚精英（北京）信息技术有限公司,https://top.chinaz.com/company/WangJuJingYing.html,网聚精英,IT/互联网/通信,北京,市值：130.0万,130万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2005-03-28,,0.013
北京中青报人新闻文化顾问公司,https://top.chinaz.com/company/ZhongQingWenHua.html,中青文化,广告/商务服务/文化传媒,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,全民所有制,1993-01-29,,0.01
长沙求知信息技术有限公司,https://top.chinaz.com/company/QiuZhiXinXi.html,求知信息,IT/互联网/通信,湖南,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-03-14,,0.01
长沙代客网络科技有限公司,https://top.chinaz.com/company/ChangShaDaiKe.html,长沙代客,IT/互联网/通信,湖南,市值：10.0万,10万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-12-17,,0.001
广州滋恩堂贸易有限公司,https://top.chinaz.com/company/ZiEnTang.html,滋恩堂,机械/制造/军工/贸易,广东,市值：100.0万,100万 ,存续,有限责任公司(自然人投资或控股),2011-09-22,,0.01
北京虎嗅信息科技股份有限公司,https://top.chinaz.com/company/HuXiuKeJi.html,虎嗅科技,IT/互联网/通信,北京,市值：1.90亿,2500万元 ,开业,其他股份有限公司(非上市),2012-02-24,新三板,1.9
上海就要信息技术有限公司,https://top.chinaz.com/company/JiuYaoXinXi.html,就要信息,IT/互联网/通信,上海,市值：50.0万,50万人民币 ,迁出,有限责任公司,2011-03-11,,0.005
江西巨网科技股份有限公司,https://top.chinaz.com/company/JuWangKeJi.html,巨网科技,IT/互联网/通信,江西,市值：7.53亿,9796.6万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2010-03-12,新三板,7.53
北京宏牧伟业网络科技有限公司,https://top.chinaz.com/company/HongMuWeiYe.html,宏牧伟业,IT/互联网/通信,北京,市值：150.0万,150万元 ,开业,有限责任公司(自然人投资或控股),2008-02-27,,0.015
《中国科学》杂志社有限责任公司,https://top.chinaz.com/company/ZhongGuoKeXue.html,《中国科学》杂志社,广告/商务服务/文化传媒,北京,市值：5000.0万,5000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),1995-10-25,,0.5
铭智华通科技（北京）有限公司,https://top.chinaz.com/company/MingZhiHuaTong.html,铭智华通,IT/互联网/通信,北京,市值：150.0万,150万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-04-16,,0.015
江苏厚学网信息技术股份有限公司,https://top.chinaz.com/company/HouXueWang.html,厚学网,IT/互联网/通信,江苏,市值：2600.0万,1000万元人民币 ,在业,股份有限公司(非上市),2007-10-26,新三板,0.26
福建中金在线信息科技有限公司,https://top.chinaz.com/company/ZhongJinZaiXian.html,中金在线,IT/互联网/通信,福建,市值：3000.0万,3000.000000万人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2015-04-23,,0.3
十九楼网络股份有限公司,https://top.chinaz.com/company/ShiJiuLou.html,十九楼,IT/互联网/通信,浙江,市值：6000.0万,6000万元人民币 ,存续,其他股份有限公司（非上市）,2006-10-10,,0.6
北京蜂鸟映像电子商务有限公司,https://top.chinaz.com/company/FengNiaoYingXiang.html,蜂鸟映像,IT/互联网/通信,北京,市值：125.0万,125万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-12-12,,0.0125
项城市中瑞网络科技有限公司,https://top.chinaz.com/company/XiangChengZhongRui.html,项城中瑞,IT/互联网/通信,河南,市值：110.0万,110.00万元 ,存续,有限责任公司(自然人投资或控股),2010-12-27,,0.011
北京词泰科技有限公司,https://top.chinaz.com/company/CiTaiKeJi.html,词泰科技,IT/互联网/通信,北京,市值：10.0万,10万元 ,开业,有限责任公司(自然人独资),2010-03-23,,0.001
广州卓韵珠宝有限公司,https://top.chinaz.com/company/ZhuoYunZhuBao.html,卓韵珠宝,零售/消费/食品,广东,市值：50.0万,50万 ,存续,有限责任公司(自然人独资),2014-03-26,,0.005
海外网传媒有限公司,https://top.chinaz.com/company/HaiWaiWang.html,海外网,广告/商务服务/文化传媒,海外,市值：5000.0万,5000万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2012-08-20,,0.5
广州冠鹏信息技术有限公司,https://top.chinaz.com/company/GuanPengXinXi.html,冠鹏信息,IT/互联网/通信,广东,市值：100.0万,100万 ,存续,有限责任公司(自然人投资或控股),2008-11-22,,0.01
广州市万表科技股份有限公司,https://top.chinaz.com/company/WanBiaoKeJi.html,万表科技,机械/制造/军工/贸易,广东,市值：3000.0万,3000万 ,存续,其他股份有限公司(非上市),2011-07-26,,0.3
